max_ma,min_ma,genus,lng,lat,lithology1,environment,THY0orTHE1
201.3,199.3,Eubrontes,-72.606216,42.263927,sandstone,fluvial-lacustrine,1
201.3,199.3,Grallator,-72.606216,42.263927,sandstone,fluvial-lacustrine,1
201.3,199.3,Eubrontes,-72.606216,42.263927,sandstone,fluvial-lacustrine,1
201.3,190.8,Grallator,-72.61528,42.256668,sandstone,lacustrine,1
201.3,190.8,Eubrontes,-72.61528,42.256668,sandstone,lacustrine,1
201.3,199.3,Grallator,-72.602875,42.261906,sandstone,fluvial-lacustrine,1
201.3,190.8,Eubrontes,-72.66787,42.166759,sandstone,fluvial-lacustrine,1
201.3,190.8,Grallator,-72.577133,42.158909,shale,lacustrine,1
201.3,190.8,Grallator,-72.577133,42.158909,shale,lacustrine,1
201.3,199.3,Eubrontes,-72.65892,42.230606,sandstone,fluvial-lacustrine,1
201.3,199.3,Grallator,-72.598877,42.294674,sandstone,fluvial-lacustrine,1
85.8,70.6,Troodon,-112.183609,47.812222,not reported,terrestrial,1
85.8,70.6,Troodon,-112.183609,47.812222,not reported,terrestrial,1
72.1,66.0,Tyrannosauripus,-104.915283,36.51083,sandstone,terrestrial,1
83.5,70.6,Continuoolithus,-112.577003,49.138,mudstone,terrestrial,1
150.8,145.0,Allosaurus,-109.300552,40.441387,sandstone,coarse channel fill,1
72.1,66.0,Tyrannosaurus,-104.159698,45.500801,not reported,terrestrial,1
228.0,208.5,Coelophysis,-106.446297,36.313,sandstone,terrestrial,1
228.0,208.5,Coelophysis,-106.446297,36.313,sandstone,terrestrial,1
228.0,208.5,Coelophysis,-106.446297,36.313,sandstone,terrestrial,1
228.0,208.5,Coelophysis,-106.446297,36.313,sandstone,terrestrial,1
228.0,208.5,Coelophysis,-106.446297,36.313,sandstone,terrestrial,1
228.0,208.5,Coelophysis,-106.446297,36.313,sandstone,terrestrial,1
228.0,208.5,Coelophysis,-106.446297,36.313,sandstone,terrestrial,1
228.0,208.5,Coelophysis,-106.446297,36.313,sandstone,terrestrial,1
86.3,70.6,Labocania,-115.733299,30.0333,mudstone,terrestrial,1
70.6,66.0,Daspletosaurus,-107.798698,36.1693,sandstone,terrestrial,1
83.5,70.6,Nodocephalosaurus,-108.209099,36.343899,mudstone,terrestrial,0
70.6,66.0,Dromaeosaurus,-108.816666,49.516666,sandstone,channel,1
70.6,66.0,Tyrannosaurus,-108.816666,49.516666,sandstone,channel,1
85.8,70.6,Albertosaurus,-85.3172,32.125801,not reported,estuary,1
228.0,208.5,Grallator,-75.43,40.224167,siliciclastic,terrestrial,1
228.0,208.5,Grallator,-75.43,40.224167,siliciclastic,terrestrial,1
201.3,190.8,Sauropus,-72.550308,42.517487,sandstone,fluvial-lacustrine,1
152.1,145.0,Stokesosaurus,-110.687622,39.32399,mudstone,pond,1
109.0,93.5,Deinonychus,-108.409721,45.259998,mudstone,terrestrial,1
109.0,93.5,Microvenator,-108.409721,45.259998,mudstone,terrestrial,1
109.0,93.5,Sauropelta,-108.409721,45.259998,mudstone,terrestrial,0
83.5,66.0,Tyrannosaurus,-107.149719,33.242222,shale,terrestrial,1
152.1,145.0,Stegosaurus,-108.774719,39.167778,sandstone,terrestrial,0
157.3,145.0,Allosaurus,-106.589996,41.799999,not reported,terrestrial,1
201.3,199.3,Eubrontes,-72.644188,42.197227,mudstone,lacustrine,1
201.3,199.3,Anchisauripus,-72.644188,42.197227,mudstone,lacustrine,1
125.0,100.5,Peloroplites,-110.106003,39.179001,mudstone,terrestrial,0
157.3,152.1,Hesperosaurus,-106.698891,44.348057,sandstone,terrestrial,0
157.3,145.0,Marshosaurus,-109.278313,40.440536,not reported,terrestrial,1
70.6,66.0,Albertosaurus,-112.883331,51.995834,sandstone,coarse channel fill,1
70.6,66.0,Edmontonia,-101.480698,45.668301,not reported,terrestrial,0
228.0,208.5,Grallator,-75.063301,40.5275,siltstone,lacustrine,1
152.1,145.0,Coelurus,-110.687622,39.32399,mudstone,pond,1
157.3,145.0,Tanycolagreus,-106.048615,42.017776,sandstone,coarse channel fill,1
152.1,145.0,Tanycolagreus,-110.687622,39.32399,mudstone,pond,1
155.7,145.0,Tanycolagreus,-106.291,41.967098,sandstone,terrestrial,1
155.7,145.0,Ceratosaurus,-106.291,41.967098,sandstone,terrestrial,1
157.3,145.0,Stegosaurus,-106.356903,41.916302,not reported,wet floodplain,0
157.3,145.0,Stegosaurus,-106.310997,41.951698,not reported,channel,0
152.1,145.0,Stegosaurus,-110.687622,39.32399,mudstone,pond,0
228.0,208.5,Grallator,-79.668999,36.540901,siltstone,lacustrine,1
113.0,100.5,Arkansaurus,-94.168335,33.96722,sandstone,marginal marine,1
201.3,199.3,Eubrontes,-72.656944,41.651112,sandstone,lacustrine,1
201.3,199.3,Eubrontes,-72.656944,41.651112,sandstone,lacustrine,1
83.5,70.6,Troodon,-112.577003,49.283001,mudstone,terrestrial,1
83.5,70.6,Saurornitholestes,-112.577003,49.283001,mudstone,terrestrial,1
157.3,145.0,Stegosaurus,-105.90976,42.155437,siltstone,channel,0
155.7,145.0,Stegosaurus,-102.962776,36.903057,claystone,wet floodplain,0
150.8,145.0,Ceratosaurus,-109.300552,40.441387,sandstone,coarse channel fill,1
150.8,145.0,Torvosaurus,-109.300552,40.441387,sandstone,coarse channel fill,1
157.3,145.0,Stegosaurus,-109.036133,39.200081,sandstone,channel,0
157.3,145.0,Allosaurus,-109.036133,39.200081,sandstone,channel,1
157.3,152.1,Allosaurus,-109.036133,39.200081,sandstone,channel,1
83.6,66.0,Albertosaurus,-105.200546,38.373055,not reported,terrestrial,1
83.5,70.6,Paronychodon,-108.244797,36.285702,not reported,terrestrial,1
157.3,145.0,Stegosaurus,-108.647003,39.076099,sandstone,channel,0
157.3,145.0,Allosaurus,-108.647003,39.076099,sandstone,channel,1
157.3,145.0,Allosaurus,-105.979721,41.893055,mudstone,levee,1
157.3,145.0,Stegosaurus,-105.908501,42.152802,not reported,lacustrine,0
157.3,152.1,Stegosaurus,-107.779167,44.535557,sandstone,channel,0
157.3,145.0,Stegosaurus,-106.021599,41.893101,mudstone,wet floodplain,0
171.6,161.2,Carmelopodus,-109.417221,40.578056,sandstone,terrestrial,1
208.5,199.3,Grallator,-112.12278,37.205002,not reported,terrestrial,1
208.5,199.3,Grallator,-111.309723,37.857777,sandstone,terrestrial,1
70.6,66.0,Cimolopteryx,-104.637001,43.116329,sandstone,terrestrial,1
199.3,182.7,Eubrontes,-112.279167,37.06139,sandstone,terrestrial,1
199.3,182.7,Eubrontes,-112.279167,37.06139,sandstone,terrestrial,1
228.0,208.5,Coelophysis,-109.834099,35.110901,claystone,fine channel fill,1
157.3,145.0,Allosaurus,-106.390556,42.035831,claystone,wet floodplain,1
157.3,145.0,Stegosaurus,-106.390556,42.035831,not reported,channel,0
157.3,145.0,Stegosaurus,-105.886398,42.146099,not reported,lacustrine,0
157.3,145.0,Stegosaurus,-105.908424,42.149494,not reported,lacustrine,0
157.3,152.1,Allosaurus,-105.963402,41.9077,not reported,terrestrial,1
157.3,145.0,Allosaurus,-103.377998,44.23307,claystone,wet floodplain,1
157.3,145.0,Allosaurus,-107.597702,34.936798,not reported,dry floodplain,1
152.1,145.0,Stegosaurus,-109.1651,40.504601,mudstone,terrestrial,0
83.5,70.6,Ornithomimus,-78.497307,34.571682,siltstone,transition zone,1
0.126,0.0117,Branta,-76.17028,36.791668,sandstone,shoreface,1
0.126,0.0117,Larus,-76.17028,36.791668,sandstone,shoreface,1
0.126,0.0117,Morus,-76.17028,36.791668,sandstone,shoreface,1
0.126,0.0117,Phalacrocorax,-76.17028,36.791668,sandstone,shoreface,1
0.126,0.0117,Pinguinus,-76.17028,36.791668,sandstone,shoreface,1
0.126,0.0117,Podiceps,-76.17028,36.791668,sandstone,shoreface,1
0.126,0.0117,Uria,-76.17028,36.791668,sandstone,shoreface,1
157.3,145.0,Allosaurus,-106.780556,43.649166,not reported,terrestrial,1
157.3,152.1,Allosaurus,-106.778,44.087002,claystone,wet floodplain,1
157.3,152.1,Elaphrosaurus,-106.778,44.087002,claystone,wet floodplain,1
157.3,152.1,Stegosaurus,-106.778,44.087002,claystone,wet floodplain,0
157.3,152.1,Stegosaurus,-109.524025,40.456348,not reported,channel,0
157.3,145.0,Allosaurus,-109.741203,38.710346,conglomerate,terrestrial,1
157.3,145.0,Stegosaurus,-109.741203,38.710346,conglomerate,terrestrial,0
83.5,70.6,Hagryphus,-111.862358,37.647072,sandstone,channel,1
157.3,145.0,Allosaurus,-111.1502,38.8396,limestone,terrestrial,1
157.3,145.0,Allosaurus,-105.231598,38.547501,siliciclastic,dry floodplain,1
228.0,208.5,Protoavis,-101.315002,33.521389,mudstone,floodplain,1
83.6,72.1,Troodon,-111.397003,50.7206,not reported,terrestrial,1
83.5,70.6,Panoplosaurus,-111.51165,50.733894,sandstone,channel lag,0
83.5,70.6,Panoplosaurus,-111.504478,50.736919,sandstone,channel,0
83.5,70.6,Gorgosaurus,-111.620216,50.806854,sandstone,fine channel fill,1
83.5,70.6,Gorgosaurus,-111.612221,50.803993,sandstone,coarse channel fill,1
83.5,70.6,Panoplosaurus,-111.508652,50.733116,sandstone,channel,0
83.5,70.6,Platypelta,-111.425491,50.729923,sandstone,channel,0
83.5,70.6,Euoplocephalus,-111.594505,50.825855,sandstone,channel,0
83.5,70.6,Scolosaurus,-111.406532,50.748589,sandstone,channel,0
83.5,70.6,Scolosaurus,-111.503944,50.759621,sandstone,channel,0
83.5,70.6,Gorgosaurus,-111.504005,50.759502,sandstone,channel,1
83.5,70.6,Panoplosaurus,-111.563438,50.738365,sandstone,channel,0
70.6,66.0,Glyptodontopelta,-108.892502,36.236942,not reported,terrestrial,0
70.6,66.0,Richardoestesia,-108.892502,36.236942,not reported,terrestrial,1
83.5,70.6,Saurornitholestes,-111.59819,50.814102,sandstone,terrestrial,1
83.5,70.6,Stenonychosaurus,-111.6269,50.793301,not reported,terrestrial,1
83.5,70.6,Chirostenotes,-111.489197,50.743008,not reported,terrestrial,1
83.5,70.6,Stenonychosaurus,-111.5924,50.793301,not reported,terrestrial,1
83.5,70.6,Saurornitholestes,-111.482979,50.747234,not reported,terrestrial,1
83.5,66.0,Albertosaurus,-112.865601,51.549999,shale,terrestrial,1
83.6,72.1,Leptorhynchos,-112.642403,48.935501,not reported,terrestrial,1
70.6,66.0,Citipes,-104.655197,47.099602,not reported,terrestrial,1
70.6,66.0,Tyrannosaurus,-103.624443,45.65139,sandstone,fine channel fill,1
70.6,66.0,Saurexallopus,-104.697777,43.36861,sandstone,fluvial,1
163.5,150.8,Therangospodus,-109.610275,38.720001,sandstone,eolian,1
163.5,150.8,Therangospodus,-109.610275,38.720001,sandstone,eolian,1
164.7,157.3,Therangospodus,-110.506943,37.459999,not reported,terrestrial,1
163.5,150.8,Therangospodus,-109.610275,38.720001,sandstone,eolian,1
163.5,150.8,Therangospodus,-109.610275,38.720001,sandstone,eolian,1
163.5,150.8,Therangospodus,-109.610275,38.720001,sandstone,eolian,1
163.5,150.8,Therangospodus,-109.610275,38.720001,sandstone,eolian,1
163.5,150.8,Therangospodus,-109.610275,38.720001,sandstone,eolian,1
70.6,66.0,Paronychodon,-112.878609,51.538891,shale,channel,1
70.6,66.0,Richardoestesia,-112.878609,51.538891,shale,channel,1
70.6,66.0,Albertavenator,-112.878609,51.538891,shale,channel,1
72.1,66.0,Tyrannosaurus,-107.083,47.536201,not reported,terrestrial,1
72.1,66.0,Tyrannosaurus,-107.083,47.536201,not reported,terrestrial,1
83.5,70.6,Aletopelta,-117.29528,33.130001,mudstone,offshore,0
155.7,145.0,Allosaurus,-105.192596,39.675598,sandstone,channel,1
83.6,72.1,Daspletosaurus,-113.75,48.630001,mudstone,crevasse splay,1
83.6,72.1,Paronychodon,-112.642403,48.935501,not reported,terrestrial,1
83.6,72.1,Troodon,-112.642403,48.935501,not reported,terrestrial,1
83.5,70.6,Dromaeosaurus,-110.385277,50.473057,not reported,terrestrial,1
83.5,70.6,Dromaeosaurus,-111.580902,50.815201,not reported,terrestrial,1
83.5,70.6,Troodon,-111.6175,50.790558,not reported,terrestrial,1
83.5,70.6,Saurornitholestes,-111.488899,50.742401,not reported,terrestrial,1
83.5,70.6,Saurornitholestes,-111.41861,50.753056,not reported,terrestrial,1
83.5,70.6,Platypelta,-111.494446,50.729443,not reported,terrestrial,0
83.5,70.6,Euoplocephalus,-111.488899,50.742401,not reported,terrestrial,0
70.6,66.0,Euoplocephalus,-112.958298,51.775501,not reported,terrestrial,0
70.6,66.0,Euoplocephalus,-112.977776,48.638332,not reported,terrestrial,0
83.6,72.1,Bambiraptor,-112.276108,47.990002,siltstone,fine channel fill,1
83.5,70.6,Saurornitholestes,-107.278099,42.854401,conglomerate,channel,1
83.5,70.6,Richardoestesia,-107.278099,42.854401,conglomerate,channel,1
83.5,70.6,Paronychodon,-107.278099,42.854401,conglomerate,channel,1
83.5,70.6,Daspletosaurus,-107.278099,42.854401,conglomerate,channel,1
83.5,70.6,Paronychodon,-107.099998,43.200001,conglomerate,channel,1
83.5,70.6,Richardoestesia,-107.756699,44.117401,sandstone,channel,1
228.0,201.3,Grallator,-109.928329,38.435555,siltstone,terrestrial,1
228.0,208.5,Eubrontes,-109.764168,34.942501,sandstone,fluvial,1
228.0,208.5,Grallator,-109.764168,34.942501,sandstone,fluvial,1
221.5,205.6,Coelophysis,-106.473053,36.331669,mudstone,crevasse splay,1
228.0,208.5,Grallator,-103.639397,34.976601,limestone,lacustrine,1
83.5,70.6,Bistahieversor,-108.568695,36.485283,not reported,terrestrial,1
83.5,70.6,Porituberoolithus,-112.199997,49.283054,mudstone,terrestrial,1
83.5,70.6,Continuoolithus,-112.199997,49.283054,mudstone,terrestrial,1
83.5,70.6,Dispersituberoolithus,-112.199997,49.283054,mudstone,terrestrial,1
83.5,70.6,Tristraguloolithus,-112.577003,49.138,mudstone,terrestrial,1
83.5,70.6,Porituberoolithus,-112.577003,49.138,mudstone,terrestrial,1
83.5,70.6,Continuoolithus,-112.199997,49.283054,mudstone,terrestrial,1
83.5,70.6,Continuoolithus,-112.199997,49.283054,mudstone,terrestrial,1
83.5,70.6,Continuoolithus,-112.199997,49.283054,mudstone,terrestrial,1
83.5,70.6,Porituberoolithus,-112.199997,49.283054,mudstone,terrestrial,1
83.5,70.6,Ankylosaurus,-108.082779,36.333889,not reported,terrestrial,0
83.6,72.1,Oohkotokia,-112.641998,48.910999,not reported,terrestrial,0
70.6,66.0,Glyptodontopelta,-108.0,36.314167,not reported,terrestrial,0
70.6,66.0,Glyptodontopelta,-108.030701,36.3148,sandstone,terrestrial,0
201.3,190.8,Grallator,-72.626053,42.235325,sandstone,terrestrial,1
201.3,190.8,Eubrontes,-72.626053,42.235325,sandstone,terrestrial,1
201.3,190.8,Grallator,-72.626053,42.235325,sandstone,terrestrial,1
5.333,3.6,Pelecanus,-76.817497,35.359722,sandstone,estuary,1
0.126,0.0117,Aythya,-85.790558,43.234722,not reported,glacial,1
157.3,152.1,Ceratosaurus,-110.898888,38.863888,sandstone,crevasse splay,1
113.0,100.5,Irenesauripus,-122.331665,56.020832,not reported,terrestrial,1
83.5,70.6,Citipes,-111.465897,50.757,not reported,terrestrial,1
83.5,70.6,Citipes,-111.556114,50.73,not reported,terrestrial,1
83.5,70.6,Chirostenotes,-112.934799,51.9501,not reported,terrestrial,1
70.6,66.0,Troodon,-112.772202,51.484501,not reported,terrestrial,1
83.5,70.6,Troodon,-111.421799,49.985802,not reported,terrestrial,1
83.5,70.6,Troodon,-111.488899,50.742401,not reported,terrestrial,1
113.0,100.5,Irenesauripus,-122.211945,56.043056,sandstone,terrestrial,1
113.0,100.5,Irenesauripus,-122.198334,56.02972,sandstone,terrestrial,1
113.0,100.5,Irenesauripus,-122.205002,56.036388,sandstone,terrestrial,1
113.0,100.5,Columbosauripus,-122.198334,56.02972,sandstone,terrestrial,1
113.0,100.5,Ornithomimipus,-122.211945,56.043056,sandstone,terrestrial,1
113.0,100.5,Gypsichnites,-122.211945,56.043056,sandstone,terrestrial,0
83.5,70.6,Troodon,-108.946945,47.772221,not reported,terrestrial,1
83.5,70.6,Reticuloolithus,-111.514915,50.749939,sandstone,crevasse splay,1
113.0,93.5,Magnoavipes,-105.192497,39.681946,sandstone,estuary,1
113.0,100.5,Magnoavipes,-102.78083,36.945,sandstone,fluvial,1
113.0,100.5,Magnoavipes,-105.084999,39.47361,sandstone,coastal,1
113.0,100.5,Magnoavipes,-102.983192,36.995277,sandstone,fluvial,1
122.46,93.5,Magnoavipes,-105.191826,39.66647,not reported,terrestrial,1
0.3,0.012,Podiceps,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Pelecanus,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Phalacrocorax,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Ardea,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Ardea,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Plegadis,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Branta,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Anser,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Anas,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Anas,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Spatula,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Circus,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Ictinia,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Aquila,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Buteogallus (Wetmoregyps),-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Caracara,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Porzana,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Fulica,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Porphyrio,-109.650002,29.683332,sandstone,fluvial,1
0.3,0.012,Oraristrix,-109.650002,29.683332,sandstone,fluvial,1
125.0,113.0,Hoplitosaurus,-109.682053,38.762215,not reported,terrestrial,0
228.0,208.5,Coelophysis,-101.352081,33.012535,not reported,terrestrial,1
83.5,70.6,Richardoestesia,-111.511536,50.752384,sandstone,channel,1
83.5,70.6,Paronychodon,-111.511536,50.752384,sandstone,channel,1
83.5,70.6,Dromaeosaurus,-111.511536,50.752384,sandstone,channel,1
83.5,70.6,Dromaeosaurus,-111.524963,50.748547,not reported,crevasse splay,1
83.5,70.6,Richardoestesia,-111.321968,50.82914,sandstone,crevasse splay,1
83.5,70.6,Paronychodon,-111.321968,50.82914,sandstone,crevasse splay,1
83.5,70.6,Dromaeosaurus,-111.321968,50.82914,sandstone,crevasse splay,1
83.5,70.6,Richardoestesia,-111.506981,50.750423,sandstone,crevasse splay,1
83.5,70.6,Troodon,-111.531418,50.75544,sandstone,crevasse splay,1
83.5,70.6,Richardoestesia,-111.531418,50.75544,sandstone,crevasse splay,1
83.5,70.6,Paronychodon,-111.531418,50.75544,sandstone,crevasse splay,1
83.5,70.6,Dromaeosaurus,-111.531418,50.75544,sandstone,crevasse splay,1
83.5,70.6,Richardoestesia,-111.523872,50.765007,sandstone,crevasse splay,1
83.5,70.6,Richardoestesia,-111.474724,50.750278,sandstone,crevasse splay,1
83.5,70.6,Paronychodon,-111.474724,50.750278,sandstone,crevasse splay,1
83.5,70.6,Dromaeosaurus,-111.474724,50.750278,sandstone,crevasse splay,1
83.5,70.6,Richardoestesia,-111.502129,50.747658,sandstone,channel lag,1
83.5,70.6,Paronychodon,-111.502129,50.747658,sandstone,channel lag,1
83.5,70.6,Dromaeosaurus,-111.502129,50.747658,sandstone,channel lag,1
83.5,70.6,Troodon,-111.510078,50.748341,sandstone,channel lag,1
83.5,70.6,Paronychodon,-111.510078,50.748341,sandstone,channel lag,1
83.5,70.6,Troodon,-111.458488,50.749004,sandstone,channel,1
83.5,70.6,Richardoestesia,-111.458488,50.749004,sandstone,channel,1
83.5,70.6,Richardoestesia,-111.514915,50.749939,sandstone,crevasse splay,1
83.5,70.6,Paronychodon,-111.514915,50.749939,sandstone,crevasse splay,1
83.5,70.6,Dromaeosaurus,-111.514915,50.749939,sandstone,crevasse splay,1
83.5,70.6,Troodon,-111.494652,50.736988,sandstone,channel lag,1
83.5,70.6,Richardoestesia,-111.494652,50.736988,sandstone,channel lag,1
83.5,70.6,Richardoestesia,-111.39872,50.754803,sandstone,channel lag,1
83.5,70.6,Paronychodon,-111.39872,50.754803,sandstone,channel lag,1
83.5,70.6,Dromaeosaurus,-111.39872,50.754803,sandstone,channel lag,1
83.5,70.6,Richardoestesia,-111.577621,50.812054,sandstone,fine channel fill,1
83.5,70.6,Paronychodon,-111.577621,50.812054,sandstone,fine channel fill,1
83.5,70.6,Richardoestesia,-111.63166,50.809345,sandstone,channel lag,1
83.5,70.6,Saurornitholestes,-111.63166,50.809345,sandstone,channel lag,1
83.5,70.6,Dromaeosaurus,-111.63166,50.809345,sandstone,channel lag,1
83.5,70.6,Saurornitholestes,-111.325546,50.781303,sandstone,channel lag,1
83.5,70.6,Richardoestesia,-111.325546,50.781303,sandstone,channel lag,1
83.5,70.6,Paronychodon,-111.325546,50.781303,sandstone,channel lag,1
83.5,70.6,Richardoestesia,-111.624329,50.791401,sandstone,channel lag,1
83.5,70.6,Paronychodon,-111.624329,50.791401,sandstone,channel lag,1
83.5,70.6,Richardoestesia,-111.491814,50.737179,sandstone,channel lag,1
83.5,70.6,Richardoestesia,-111.480057,50.737049,sandstone,channel,1
83.5,70.6,Dromaeosaurus,-111.480057,50.737049,sandstone,channel,1
83.5,70.6,Richardoestesia,-111.374557,50.764324,mudstone,channel,1
109.0,93.5,Irenesauripus,-132.501022,61.970406,sandstone,crevasse splay,1
109.0,93.5,Columbosauripus,-132.501022,61.970406,sandstone,crevasse splay,1
83.5,70.6,Saurornitholestes,-111.517288,50.740089,sandstone,channel,1
83.5,70.6,Dromaeosaurus,-111.517288,50.740089,sandstone,channel,1
83.5,70.6,Saurornitholestes,-111.478508,50.738411,sandstone,channel,1
83.5,70.6,Saurornitholestes,-111.507179,50.730202,sandstone,channel,1
83.5,70.6,Richardoestesia,-111.507179,50.730202,sandstone,channel,1
83.5,70.6,Saurornitholestes,-111.524689,50.755878,sandstone,channel,1
83.5,70.6,Richardoestesia,-111.524689,50.755878,sandstone,channel,1
83.5,70.6,Saurornitholestes,-111.304665,50.843811,sandstone,channel,1
83.5,70.6,Richardoestesia,-111.304665,50.843811,sandstone,channel,1
83.5,70.6,Saurornitholestes,-111.371368,50.757702,sandstone,channel,1
83.5,70.6,Troodon,-111.371368,50.757702,sandstone,channel,1
83.5,70.6,Richardoestesia,-111.371368,50.757702,sandstone,channel,1
83.5,70.6,Paronychodon,-111.371368,50.757702,sandstone,channel,1
83.5,70.6,Troodon,-111.486366,50.724751,not reported,terrestrial,1
83.5,70.6,Saurornitholestes,-111.468239,50.724827,not reported,terrestrial,1
83.5,70.6,Dromaeosaurus,-111.468239,50.724827,not reported,terrestrial,1
83.5,70.6,Saurornitholestes,-110.910103,50.643551,sandstone,channel,1
83.5,70.6,Richardoestesia,-110.910103,50.643551,sandstone,channel,1
83.5,70.6,Saurornitholestes,-110.075409,50.73262,sandstone,channel,1
83.5,70.6,Troodon,-110.075409,50.73262,sandstone,channel,1
83.5,70.6,Saurornitholestes,-110.385658,51.438782,sandstone,channel,1
83.5,70.6,Troodon,-110.385658,51.438782,sandstone,channel,1
83.5,70.6,Richardoestesia,-110.385658,51.438782,sandstone,channel,1
83.5,70.6,Paronychodon,-110.385658,51.438782,sandstone,channel,1
83.5,70.6,Saurornitholestes,-110.385696,51.436085,sandstone,channel,1
83.5,70.6,Paronychodon,-110.385696,51.436085,sandstone,channel,1
83.5,70.6,Saurornitholestes,-110.388481,51.46669,sandstone,channel,1
83.5,70.6,Paronychodon,-110.388481,51.46669,sandstone,channel,1
83.5,70.6,Saurornitholestes,-110.088921,50.73003,sandstone,crevasse splay,1
83.5,70.6,Paronychodon,-110.088921,50.73003,sandstone,crevasse splay,1
83.5,70.6,Saurornitholestes,-109.166664,52.449722,not reported,terrestrial,1
83.5,70.6,Saurornitholestes,-111.408257,50.751221,not reported,terrestrial,1
83.5,70.6,Troodon,-111.408257,50.751221,not reported,terrestrial,1
83.5,70.6,Saurornitholestes,-111.457657,50.772888,not reported,terrestrial,1
83.5,70.6,Troodon,-111.457657,50.772888,not reported,terrestrial,1
83.5,70.6,Richardoestesia,-111.457657,50.772888,not reported,terrestrial,1
83.5,70.6,Paronychodon,-111.457657,50.772888,not reported,terrestrial,1
83.5,70.6,Dromaeosaurus,-111.457657,50.772888,not reported,terrestrial,1
83.5,70.6,Saurornitholestes,-111.513901,50.754761,not reported,terrestrial,1
83.5,70.6,Troodon,-111.513901,50.754761,not reported,terrestrial,1
83.5,70.6,Richardoestesia,-111.513901,50.754761,not reported,terrestrial,1
83.5,70.6,Paronychodon,-111.513901,50.754761,not reported,terrestrial,1
93.5,89.3,Nothronychus,-111.663612,37.0825,shale,marine,1
83.5,70.6,Richardoestesia,-103.169876,29.104792,conglomerate,channel lag,1
83.5,70.6,Saurornitholestes,-103.169876,29.104792,conglomerate,channel lag,1
83.5,70.6,Richardoestesia,-103.169876,29.104792,conglomerate,channel lag,1
83.5,70.6,Richardoestesia,-103.169876,29.104792,conglomerate,channel lag,1
83.5,70.6,Saurornitholestes,-103.169876,29.104792,conglomerate,channel lag,1
83.5,70.6,Saurornitholestes,-103.169876,29.104792,conglomerate,channel lag,1
83.5,70.6,Richardoestesia,-103.169876,29.104792,conglomerate,channel lag,1
83.5,70.6,Richardoestesia,-103.516487,29.30055,mudstone,lacustrine,1
83.5,70.6,Paronychodon,-103.516487,29.30055,mudstone,lacustrine,1
83.5,70.6,Richardoestesia,-103.56562,29.228554,not reported,floodplain,1
83.5,70.6,Saurornitholestes,-103.56562,29.228554,not reported,floodplain,1
70.6,66.0,Saurornitholestes,-103.142296,29.433372,not reported,fluvial-lacustrine,1
70.6,66.0,Saurornitholestes,-103.142296,29.433372,not reported,fluvial-lacustrine,1
70.6,66.0,Saurornitholestes,-103.142296,29.433372,not reported,fluvial-lacustrine,1
70.6,66.0,Saurornitholestes,-103.142296,29.433372,not reported,fluvial-lacustrine,1
70.6,66.0,Saurornitholestes,-103.142296,29.433372,not reported,fluvial-lacustrine,1
83.5,70.6,Saurornitholestes,-103.56562,29.228554,not reported,floodplain,1
199.3,182.7,Dilophosaurus,-111.027779,35.679169,not reported,terrestrial,1
83.5,70.6,Daspletosaurus,-112.222694,47.806286,siltstone,crevasse splay,1
228.0,201.3,Anchisauripus,-75.460152,40.247086,shale,terrestrial,1
228.0,208.5,Anchisauripus,-75.26889,40.198696,claystone,floodplain,1
221.5,212.0,Kayentapus,-77.915054,38.439735,siltstone,lacustrine,1
221.5,212.0,Grallator,-77.915054,38.439735,siltstone,lacustrine,1
221.5,212.0,Eubrontes,-77.915054,38.439735,siltstone,lacustrine,1
221.5,212.0,Kayentapus,-77.915054,38.439735,siltstone,lacustrine,1
221.5,212.0,Grallator,-77.915054,38.439735,siltstone,lacustrine,1
83.5,70.6,Tyrannosaurus,-109.651108,47.398056,not reported,terrestrial,1
201.3,199.3,Anchisauripus,-72.646828,42.203949,mudstone,terrestrial,1
157.3,145.0,Allosaurus,-104.240555,44.021111,sandstone,fluvial,1
83.5,70.6,Troodon,-109.636551,47.718712,not reported,terrestrial,1
157.3,145.0,Allosaurus,-105.208885,38.503334,not reported,terrestrial,1
157.3,145.0,Allosaurus,-106.558609,39.952778,not reported,terrestrial,1
157.3,145.0,Allosaurus,-107.334442,38.452778,not reported,pond,1
