max_ma,min_ma,genus,lng,lat,lithology1,environment,time_bins,Orn0Saur1
83.5,70.6,Ornithoides,103.692329,44.156948,sandstone,eolian,Campanian,1
70.6,66.0,Ornithomimus,-105.098801,39.675598,not reported,terrestrial,Maastrichtian,1
83.5,70.6,Ornithomimus,-108.94854,47.765869,not reported,terrestrial,Campanian,1
70.6,66.0,Tyrannosaurus,-105.839996,48.286839,sandstone,terrestrial,Maastrichtian,1
105.3,93.5,Magnoavipes,-98.069725,38.647221,sandstone,terrestrial,Cenomanian,1
105.3,99.6,Magnoavipes,-97.974998,38.604168,sandstone,fluvial-lacustrine,Albian,1
122.46,100.5,Tugulusaurus,85.792046,46.043884,mudstone,lacustrine,Albian,1
122.46,100.5,Xinjiangovenator,85.666664,46.099998,mudstone,terrestrial,Albian,1
157.3,145.0,Allosaurus,-106.048615,42.017776,sandstone,coarse channel fill,Tithonian,1
157.3,145.0,Ornitholestes,-106.048615,42.017776,sandstone,coarse channel fill,Tithonian,1
70.6,66.0,Paronychodon,-104.566704,43.150002,shale,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.983299,47.516701,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Chirostenotes,-107.099998,47.5667,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Paronychodon,-107.099998,47.5667,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Chirostenotes,-107.099998,47.549999,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-107.099998,47.549999,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Chirostenotes,-107.099998,47.5667,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Chirostenotes,-107.099998,47.5667,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Paronychodon,-107.099998,47.5667,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.400002,47.516701,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Chirostenotes,-106.416702,47.516701,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.416702,47.516701,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Paronychodon,-106.400002,47.516701,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.400002,47.516701,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.400002,47.516701,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Pectinodon,-106.400002,47.516701,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Troodon,-106.650002,47.650002,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.650002,47.650002,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-107.25,47.549999,mudstone,terrestrial,Maastrichtian,1
70.6,66.0,Chirostenotes,-107.25,47.549999,mudstone,terrestrial,Maastrichtian,1
70.6,66.0,Troodon,-104.494713,43.128948,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-104.494713,43.128948,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Paronychodon,-104.494713,43.128948,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Dryptosaurus,-104.494713,43.128948,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-107.183327,47.516701,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Troodon,-107.183327,47.516701,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Paronychodon,-107.183327,47.516701,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Chirostenotes,-106.916702,47.533298,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.916702,47.533298,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-104.583298,43.233299,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Troodon,-106.916702,47.0667,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Chirostenotes,-106.916702,47.0667,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Paronychodon,-106.916702,47.0667,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.916702,47.0667,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Paronychodon,-104.637001,43.116329,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Saurornithoides,-104.637001,43.116329,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-104.637001,43.116329,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Ornithomimus,-104.637001,43.116329,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Tyrannosaurus,-104.637001,43.116329,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Paronychodon,-106.266701,47.599998,sandstone,coarse channel fill,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.283302,47.599998,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Chirostenotes,-107.050003,47.516701,sandstone,coarse channel fill,Maastrichtian,1
70.6,66.0,Richardoestesia,-107.050003,47.516701,sandstone,coarse channel fill,Maastrichtian,1
99.6,89.3,Xenotarsosaurus,-69.616669,-45.316669,sandstone,terrestrial,Cenomanian,1
152.1,145.0,Brachiosaurus,30.800833,-16.265833,sandstone,alluvial fan,Tithonian,1
152.1,145.0,Dicraeosaurus,30.800833,-16.265833,sandstone,alluvial fan,Tithonian,1
152.1,145.0,Camarasaurus,30.800833,-16.265833,sandstone,alluvial fan,Tithonian,1
152.1,145.0,Barosaurus,30.800833,-16.265833,sandstone,alluvial fan,Tithonian,1
152.1,145.0,Camarasaurus,30.689049,-16.258829,sandstone,alluvial fan,Tithonian,1
70.6,66.0,Ornithomimus,-104.533302,43.233299,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.5,47.733299,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-104.566704,43.150002,sandstone,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.099998,47.799999,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.199997,47.650002,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Chirostenotes,-106.183296,47.866699,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Paronychodon,-106.099998,47.799999,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Troodon,-106.099998,47.799999,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.199997,47.633301,sandstone,channel lag,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.199997,47.633301,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.199997,47.633301,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Zapsalis,-106.199997,47.633301,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.183296,47.616699,not reported,channel lag,Maastrichtian,1
70.6,66.0,Richardoestesia,-106.183296,47.616699,not reported,channel lag,Maastrichtian,1
70.6,66.0,Paronychodon,-106.183296,47.616699,not reported,channel lag,Maastrichtian,1
70.6,66.0,Troodon,-106.183296,47.616699,not reported,channel lag,Maastrichtian,1
70.6,66.0,Paronychodon,-106.183296,47.616699,not reported,terrestrial,Maastrichtian,1
155.7,150.8,Lourinhasaurus,-9.008611,39.043056,claystone,terrestrial,Kimmeridgian,1
155.7,145.0,Lusotitan,-9.34,39.235832,claystone,fluvial,Tithonian,1
155.7,150.8,Camarasaurus,-8.575556,39.662777,not reported,terrestrial,Kimmeridgian,1
155.7,150.8,Lourinhasaurus,-8.575556,39.662777,not reported,terrestrial,Kimmeridgian,1
155.7,145.0,Lourinhasaurus,-9.343889,39.216667,mudstone,delta plain,Tithonian,1
155.7,145.0,Duriatitan,-9.341667,39.290001,not reported,terrestrial,Tithonian,1
155.7,150.8,Lourinhasaurus,-8.976389,39.548058,not reported,terrestrial,Kimmeridgian,1
155.7,150.8,Lourinhanosaurus,-9.19,39.139999,sandstone,terrestrial,Kimmeridgian,1
155.7,150.8,Ceratosaurus,-9.21,39.110001,not reported,terrestrial,Kimmeridgian,1
155.7,150.8,Torvosaurus,-9.13333,39.400002,not reported,terrestrial,Kimmeridgian,1
155.7,145.0,Lourinhanosaurus,-9.3333,39.283329,siltstone,wet floodplain,Tithonian,1
72.1,66.0,Paronychodon,-8.5,40.200001,conglomerate,coarse channel fill,Maastrichtian,1
155.7,150.8,Dinheirosaurus,-9.3435,39.2164,sandstone,estuary,Kimmeridgian,1
99.6,93.5,Spinosaurus,28.926096,28.379345,sandstone,terrestrial,Cenomanian,1
167.7,164.7,Megalosaurus (Poekilopleuron),-0.404763,49.187283,limestone,marine,Bathonian,1
155.7,145.0,Allosaurus,-102.824997,36.897499,claystone,wet floodplain,Tithonian,1
164.7,155.7,Streptospondylus,0.2333,49.416698,marl,marine,Oxfordian,1
83.5,70.6,Alectrosaurus,112.01667,43.733334,not reported,fluvial-lacustrine,Campanian,1
83.5,70.6,Alectrosaurus,112.01667,43.733334,not reported,fluvial-lacustrine,Campanian,1
83.5,70.6,Alectrosaurus,112.033333,43.719444,not reported,fluvial-lacustrine,Campanian,1
99.6,93.5,Ekrixinatosaurus,-69.133331,-38.033333,not reported,terrestrial,Cenomanian,1
99.6,93.5,Abelichnus,-69.25,-39.516701,sandstone,terrestrial,Cenomanian,1
163.5,152.1,Breviparopus,-6.903889,31.735001,sandstone,terrestrial,Oxfordian,1
228.0,208.5,Gojirasaurus,-103.379997,35.365276,mudstone,terrestrial,Norian,1
201.3,199.3,Lufengosaurus,102.084496,25.168743,sandstone,terrestrial,Hettangian,1
201.3,199.3,Lufengosaurus,102.084496,25.168743,sandstone,terrestrial,Hettangian,1
201.3,199.3,Lufengosaurus,102.090401,25.175985,mudstone,terrestrial,Hettangian,1
201.3,199.3,Gyposaurus,102.090401,25.175985,mudstone,terrestrial,Hettangian,1
201.3,199.3,Lufengosaurus,102.090401,25.175985,mudstone,terrestrial,Hettangian,1
201.3,199.3,Sinosaurus,102.090401,25.175985,mudstone,terrestrial,Hettangian,1
155.7,145.0,Ornitholestes,-108.397202,38.583099,sandstone,channel,Tithonian,1
155.7,145.0,Coelurus,-108.397202,38.583099,sandstone,channel,Tithonian,1
155.7,145.0,Ceratosaurus,-108.397202,38.583099,sandstone,channel,Tithonian,1
155.7,145.0,Stokesosaurus,-108.397202,38.583099,sandstone,channel,Tithonian,1
155.7,145.0,Marshosaurus,-108.397202,38.583099,sandstone,channel,Tithonian,1
155.7,145.0,Apatosaurus,-108.397202,38.583099,sandstone,channel,Tithonian,1
155.7,145.0,Barosaurus,-108.397202,38.583099,sandstone,channel,Tithonian,1
155.7,145.0,Camarasaurus,-108.397202,38.583099,sandstone,channel,Tithonian,1
155.7,145.0,Allosaurus,-108.397202,38.583099,sandstone,channel,Tithonian,1
83.5,70.6,Archaeornithoides,103.692329,44.156948,sandstone,fluvial,Campanian,1
70.6,66.0,Tyrannosaurus,-105.203766,39.751331,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Tyrannosaurus,-105.203766,39.751331,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Ornithomimus,-105.019165,39.793888,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Tyrannosaurus,-105.110275,39.8675,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Tyrannosaurus,-105.016113,39.613335,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Dromaeosaurus,-105.036667,39.836666,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Tyrannosaurus,-105.036667,39.836666,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Tyrannosaurus,-105.110275,39.8675,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Ornithomimus,-105.044098,39.934299,not reported,terrestrial,Maastrichtian,1
70.6,66.0,Ornithomimus,-104.043892,39.615002,not reported,terrestrial,Maastrichtian,1
83.5,66.0,Bonatitan,-66.800835,-40.057777,sandstone,fluvial,Campanian,1
190.8,174.1,Eubrontes,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Eubrontes,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Grallator,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Grallator,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Eubrontes,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Eubrontes,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Eubrontes,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Grallator,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Eubrontes,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Grallator,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Eubrontes,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Eubrontes,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Grallator,-109.432198,40.586899,sandstone,eolian,Toarcian,1
190.8,174.1,Eubrontes,-109.432198,40.586899,sandstone,eolian,Toarcian,1
157.3,145.0,Allosaurus,-109.391602,40.5345,not reported,terrestrial,Tithonian,1
155.7,145.0,Diplodocus,-102.824997,36.897499,claystone,wet floodplain,Tithonian,1
155.7,145.0,Apatosaurus,-102.824997,36.897499,claystone,wet floodplain,Tithonian,1
155.7,145.0,Allosaurus,-102.962776,36.903057,mudstone,wet floodplain,Tithonian,1
155.7,145.0,Camarasaurus,-102.962776,36.903057,mudstone,wet floodplain,Tithonian,1
155.7,145.0,Apatosaurus,-102.962776,36.903057,mudstone,wet floodplain,Tithonian,1
155.7,145.0,Diplodocus,-102.962776,36.903057,mudstone,wet floodplain,Tithonian,1
155.7,145.0,Allosaurus,-102.962776,36.903057,claystone,wet floodplain,Tithonian,1
155.7,145.0,Camarasaurus,-102.962776,36.903057,claystone,wet floodplain,Tithonian,1
155.7,145.0,Diplodocus,-102.962776,36.903057,claystone,wet floodplain,Tithonian,1
155.7,145.0,Apatosaurus,-102.962776,36.903057,claystone,wet floodplain,Tithonian,1
157.3,145.0,Diplodocus,-108.728699,39.128502,claystone,levee,Tithonian,1
155.7,145.0,Allosaurus,-106.291,41.967098,sandstone,terrestrial,Tithonian,1
155.7,145.0,Barosaurus,-106.291,41.967098,sandstone,terrestrial,Tithonian,1
155.7,145.0,Camarasaurus,-106.291,41.967098,sandstone,terrestrial,Tithonian,1
155.7,145.0,Diplodocus,-106.291,41.967098,sandstone,terrestrial,Tithonian,1
155.7,145.0,Apatosaurus,-106.291,41.967098,sandstone,terrestrial,Tithonian,1
157.3,145.0,Allosaurus,-109.252899,39.172699,not reported,terrestrial,Tithonian,1
99.6,93.5,Paronychodon,-111.038002,39.051498,siltstone,floodplain,Cenomanian,1
157.3,152.1,Apatosaurus,-106.812202,38.537498,sandstone,pond,Kimmeridgian,1
152.1,145.0,Allosaurus,-108.476669,38.853611,sandstone,channel,Tithonian,1
157.3,145.0,Allosaurus,-108.397202,38.583099,mudstone,channel,Tithonian,1
157.3,145.0,Barosaurus,-108.397202,38.583099,mudstone,channel,Tithonian,1
157.3,145.0,Brachiosaurus,-108.194443,38.638058,mudstone,wet floodplain,Tithonian,1
157.3,152.1,Allosaurus,-110.616386,45.544167,sandstone,coarse channel fill,Kimmeridgian,1
157.3,152.1,Diplodocus,-110.616386,45.544167,sandstone,coarse channel fill,Kimmeridgian,1
152.1,145.0,Apatosaurus,-103.306946,44.474445,claystone,dry floodplain,Tithonian,1
157.3,145.0,Allosaurus,-110.367203,39.014301,mudstone,wet floodplain,Tithonian,1
157.3,145.0,Camarasaurus,-110.367203,39.014301,mudstone,wet floodplain,Tithonian,1
157.3,145.0,Torvosaurus,-106.00222,41.893055,claystone,terrestrial,Tithonian,1
157.3,145.0,Torvosaurus,-106.00222,41.893055,mudstone,wet floodplain,Tithonian,1
157.3,145.0,Allosaurus,-106.00222,41.893055,mudstone,wet floodplain,Tithonian,1
157.3,145.0,Camarasaurus,-106.00222,41.893055,mudstone,wet floodplain,Tithonian,1
157.3,145.0,Apatosaurus,-106.00222,41.893055,mudstone,wet floodplain,Tithonian,1
157.3,145.0,Allosaurus,-106.00222,41.893055,claystone,terrestrial,Tithonian,1
157.3,145.0,Camarasaurus,-106.00222,41.893055,claystone,terrestrial,Tithonian,1
157.3,145.0,Diplodocus,-106.00222,41.893055,claystone,terrestrial,Tithonian,1
157.3,145.0,Apatosaurus,-106.00222,41.893055,claystone,terrestrial,Tithonian,1
152.1,145.0,Camarasaurus,-103.828003,44.528,siltstone,wet floodplain,Tithonian,1
152.1,145.0,Apatosaurus,-103.828003,44.528,siltstone,wet floodplain,Tithonian,1
152.1,145.0,Allosaurus,-103.828003,44.528,siltstone,wet floodplain,Tithonian,1
157.3,145.0,Barosaurus,-103.344597,44.184399,siltstone,wet floodplain,Tithonian,1
157.3,145.0,Allosaurus,-103.344597,44.184399,siltstone,wet floodplain,Tithonian,1
157.3,145.0,Camarasaurus,-103.409698,43.409801,not reported,channel,Tithonian,1
157.3,145.0,Barosaurus,-104.734703,44.458099,mudstone,terrestrial,Tithonian,1
157.3,145.0,Camarasaurus,-104.734703,44.458099,mudstone,pond,Tithonian,1
157.3,145.0,Barosaurus,-104.409302,44.247398,mudstone,terrestrial,Tithonian,1
157.3,145.0,Ceratosaurus,-108.769012,39.146667,sandstone,crevasse splay,Tithonian,1
208.5,199.3,Lophostropheus,1.083333,49.216667,claystone,marginal marine,Rhaetian,1
152.1,145.0,Allosaurus,-110.687622,39.32399,mudstone,pond,Tithonian,1
152.1,145.0,Marshosaurus,-110.687622,39.32399,mudstone,pond,Tithonian,1
152.1,145.0,Stokesosaurus,-110.687622,39.32399,mudstone,pond,Tithonian,1
72.1,66.0,Megaloolithus,79.099998,20.25,sandstone,coarse channel fill,Maastrichtian,1
199.3,190.8,Gyposaurus,102.097412,25.173765,not reported,terrestrial,Sinemurian,1
199.3,190.8,Lufengosaurus,102.097412,25.173765,not reported,terrestrial,Sinemurian,1
199.3,190.8,Lufengosaurus,102.097412,25.173765,not reported,terrestrial,Sinemurian,1
201.3,199.3,Chinshakiangosaurus,101.416702,26.1667,mudstone,fluvial-lacustrine,Hettangian,1
168.3,163.5,Yangchuanosaurus,105.683334,29.333332,mudstone,terrestrial,Callovian,1
70.6,66.0,Tarbosaurus,111.76667,33.933334,mudstone,terrestrial,Maastrichtian,1
122.46,100.5,Kelmayisaurus,85.666664,46.099998,mudstone,terrestrial,Albian,1
152.1,145.0,Megalosaurus,39.238705,-9.700967,sandstone,estuary,Tithonian,1
145.0,132.9,Falcarius,-110.100243,38.909088,mudstone,spring,Valanginian,1
130.0,125.45,Iberomesornis,-1.880849,40.064526,limestone,lacustrine,Barremian,1
130.0,125.45,Eoalulavis,-1.880849,40.064526,limestone,lacustrine,Barremian,1
228.0,208.5,Grallator,8.983333,49.0,sandstone,terrestrial,Norian,1
228.0,208.5,Grallator,9.83333,48.916672,sandstone,terrestrial,Norian,1
72.1,66.0,Saurexallopus,-110.410835,43.964169,sandstone,terrestrial,Maastrichtian,1
72.1,66.0,Saurexallopus,-110.410835,43.84,sandstone,terrestrial,Maastrichtian,1
125.0,109.0,Deinonychus,-107.895401,44.5089,claystone,terrestrial,Aptian,1
125.0,109.0,Deinonychus,-108.322403,44.978199,claystone,terrestrial,Aptian,1
130.0,122.46,Confuciusornis,120.8722,41.601398,siltstone,lacustrine,Barremian,1
130.0,122.46,Confuciusornis,120.8722,41.601398,siltstone,lacustrine,Barremian,1
130.0,122.46,Sinosauropteryx,120.8722,41.601398,siltstone,lacustrine,Barremian,1
130.0,122.46,Confuciusornis,120.8722,41.601398,siltstone,lacustrine,Barremian,1
130.0,122.46,Confuciusornis,120.8722,41.601398,siltstone,lacustrine,Barremian,1
130.0,122.46,Confuciusornis,120.8722,41.601398,siltstone,lacustrine,Barremian,1
130.0,122.46,Confuciusornis,120.8722,41.601398,siltstone,lacustrine,Barremian,1
130.0,122.46,Sinosauropteryx,120.8722,41.601398,siltstone,lacustrine,Barremian,1
109.0,93.5,Deinonychus,-108.182602,45.4244,claystone,terrestrial,Albian,1
109.0,93.5,Microvenator,-109.685501,46.337502,claystone,terrestrial,Albian,1
109.0,93.5,Deinonychus,-109.685501,46.337502,claystone,terrestrial,Albian,1
113.0,100.5,Deinonychus,-108.811302,45.197399,claystone,terrestrial,Albian,1
113.0,100.5,Deinonychus,-108.750099,45.3559,claystone,terrestrial,Albian,1
113.0,100.5,Deinonychus,-107.572601,43.219398,claystone,terrestrial,Albian,1
113.0,100.5,Deinonychus,-108.811798,45.3559,claystone,terrestrial,Albian,1
113.0,100.5,Deinonychus,-108.811302,45.341202,claystone,terrestrial,Albian,1
109.0,93.5,Deinonychus,-108.322403,44.978199,claystone,terrestrial,Albian,1
109.0,93.5,Sauroposeidon,-108.322403,44.978199,claystone,terrestrial,Albian,1
109.0,93.5,Deinonychus,-108.322403,44.978199,claystone,terrestrial,Albian,1
109.0,93.5,Acrocanthosaurus,-108.322403,44.978199,claystone,terrestrial,Albian,1
109.0,93.5,Microvenator,-108.322403,44.978199,claystone,terrestrial,Albian,1
109.0,93.5,Sauroposeidon,-108.322403,44.978199,claystone,terrestrial,Albian,1
113.0,100.5,Deinonychus,-108.2649,45.380501,claystone,lacustrine,Albian,1
113.0,100.5,Deinonychus,-108.038498,45.409698,not reported,terrestrial,Albian,1
113.0,100.5,Deinonychus,-108.100197,45.351299,claystone,terrestrial,Albian,1
113.0,100.5,Deinonychus,-108.811302,45.283699,claystone,terrestrial,Albian,1
125.0,100.5,Deinonychus,-108.141403,45.438999,claystone,lacustrine,Albian,1
125.0,100.5,Deinonychus,-108.162003,45.438999,claystone,lacustrine,Albian,1
109.0,93.5,Deinonychus,-108.141403,45.438999,claystone,lacustrine,Albian,1
113.0,100.5,Deinonychus,-108.811302,45.2262,claystone,terrestrial,Albian,1
113.0,100.5,Deinonychus,-108.811302,45.2262,claystone,terrestrial,Albian,1
113.0,100.5,Deinonychus,-108.811302,45.2262,claystone,fluvial-lacustrine,Albian,1
157.3,145.0,Diplodocus,-108.100197,45.453602,claystone,terrestrial,Tithonian,1
83.6,66.0,Velociraptor,106.98278,41.500557,sandstone,terrestrial,Campanian,1
182.0,175.6,Ohmdenosaurus,9.5167,48.650002,shale,marine,Toarcian,1
201.3,190.8,Megapnosaurus,29.5,-16.116667,sandstone,lacustrine,Sinemurian,1
201.3,190.8,Megapnosaurus,30.1,-16.216667,not reported,terrestrial,Sinemurian,1
83.5,70.6,Hesperornis,-110.550003,48.966702,not reported,terrestrial,Campanian,1
125.0,113.0,Malawisaurus,34.025002,-10.283333,sandstone,fluvial-lacustrine,Aptian,1
125.0,113.0,Malawisaurus,34.025002,-10.283333,sandstone,fluvial-lacustrine,Aptian,1
125.0,113.0,Malawisaurus,34.025002,-10.283333,sandstone,fluvial-lacustrine,Aptian,1
125.0,113.0,Malawisaurus,34.025002,-10.283611,sandstone,fluvial-lacustrine,Aptian,1
125.0,113.0,Malawisaurus,34.024723,-10.283333,sandstone,fluvial-lacustrine,Aptian,1
125.0,113.0,Karongasaurus,34.025002,-10.283333,sandstone,fluvial-lacustrine,Aptian,1
125.0,113.0,Karongasaurus,34.025002,-10.283333,sandstone,fluvial-lacustrine,Aptian,1
83.5,70.6,Chirostenotes,-109.410004,46.459999,sandstone,channel,Campanian,1
83.5,70.6,Chirostenotes,-109.410004,46.459999,sandstone,channel,Campanian,1
83.5,70.6,Saurornitholestes,-109.099998,46.099998,mudstone,channel lag,Campanian,1
83.5,70.6,Troodon,-109.099998,46.099998,mudstone,channel lag,Campanian,1
83.5,70.6,Troodon,-109.66333,46.400002,mudstone,crevasse splay,Campanian,1
83.5,70.6,Shuvuuia,103.26667,44.216667,sandstone,eolian,Campanian,1
130.0,122.46,Demandasaurus,-3.3976,42.018799,claystone,alluvial fan,Barremian,1
100.5,89.8,Jiangshanosaurus,118.516701,28.6,not reported,terrestrial,Cenomanian,1
168.3,166.1,Narindasaurus,48.016701,-14.6167,limestone,terrestrial,Bathonian,1
72.1,66.0,Majungasaurus,46.516701,-15.9333,sandstone,terrestrial,Maastrichtian,1
201.3,199.3,Grallator,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Eubrontes,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Grallator,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Eubrontes,-72.765831,41.340557,shale,fluvial-lacustrine,Hettangian,1
201.3,199.3,Grallator,-72.765831,41.340557,shale,fluvial-lacustrine,Hettangian,1
201.3,199.3,Eubrontes,-72.765831,41.340557,shale,fluvial-lacustrine,Hettangian,1
201.3,199.3,Grallator,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Grallator,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Eubrontes,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Eubrontes,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Grallator,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Grallator,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Grallator,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Grallator,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Grallator,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Eubrontes,-72.765831,41.340557,shale,fluvial-lacustrine,Hettangian,1
201.3,199.3,Grallator,-72.765831,41.340557,sandstone,fluvial-lacustrine,Hettangian,1
201.3,199.3,Eubrontes,-72.765831,41.340557,shale,fluvial-lacustrine,Hettangian,1
157.3,145.0,Brachytrachelopan,-71.583336,-43.688889,sandstone,fluvial,Tithonian,1
112.03,109.0,Eubrontes,-98.616669,31.851667,limestone,terrestrial,Albian,1
70.6,66.0,Lectavis,-65.366669,-26.066668,sandstone,fluvial-lacustrine,Maastrichtian,1
70.6,66.0,Soroavisaurus,-65.366669,-26.066668,sandstone,fluvial-lacustrine,Maastrichtian,1
70.6,66.0,Yungavolucris,-65.366669,-26.066668,sandstone,fluvial-lacustrine,Maastrichtian,1
86.3,83.6,Neuquensaurus,-68.23333,-38.950001,sandstone,terrestrial,Santonian,1
86.3,83.6,Neuquensaurus,-68.23333,-38.950001,sandstone,terrestrial,Santonian,1
89.3,83.5,Antarctosaurus,-70.283333,-36.936199,sandstone,terrestrial,Coniacian,1
83.5,70.6,Neuquensaurus,-68.035698,-38.837898,sandstone,fluvial,Campanian,1
83.5,70.6,Laplatasaurus,-68.035698,-38.837898,sandstone,fluvial,Campanian,1
83.5,70.6,Neuquensaurus,-67.833328,-37.866669,sandstone,terrestrial,Campanian,1
83.5,70.6,Pellegrinisaurus,-67.982765,-38.76173,sandstone,terrestrial,Campanian,1
83.5,70.6,Antarctosaurus,-67.650002,-39.119301,sandstone,terrestrial,Campanian,1
86.3,83.6,Neuquensaurus,-68.516701,-39.733299,sandstone,terrestrial,Santonian,1
86.3,83.6,Bonitasaura,-68.516701,-39.733299,sandstone,terrestrial,Santonian,1
83.6,66.0,Argyrosaurus,-69.216667,-45.450001,not reported,terrestrial,Campanian,1
89.8,86.3,Elaltitan,-69.428497,-45.971951,sandstone,terrestrial,Coniacian,1
83.5,66.0,Nullotitan,-72.558609,-50.483334,claystone,terrestrial,Campanian,1
83.5,66.0,Antarctosaurus,-49.383301,-20.799999,not reported,terrestrial,Campanian,1
70.6,66.0,Baurutitan,-47.738335,-19.720278,sandstone,fluvial,Maastrichtian,1
